issue_title,issue_html_url,issue_pr_html_url,pr_title,bug_symptom_type,bug_symptom_detail,bug_root_cause_type,bug_root_cause_detail,repo,issue_create_date,issue_close_date,issue_duration_days,issue_comment_count,fix_change_loc,fix_change_file_count
OAuthProxy exposes OAuth client id and client secret to MCP client,https://github.com/PrefectHQ/fastmcp/issues/1618,https://github.com/PrefectHQ/fastmcp/pull/1620,Remove client info modifications,Unexpected Side Effects,Sensitive Data Exposure,Framework Implementation Defects,Data Processing & Validation Error,PrefectHQ/fastmcp,2025-08-25T07:40:33Z,2025-08-25T13:51:01Z,0.26,2,34,2
Transformed Tools lose their $Defs,https://github.com/PrefectHQ/fastmcp/issues/1065,https://github.com/PrefectHQ/fastmcp/pull/1066,Keep json schema $defs on transform,Negotiation Failure,Discovery Failure,Framework Implementation Defects,Data Processing & Validation Error,PrefectHQ/fastmcp,2025-07-07T02:07:39Z,2025-07-07T14:26:44Z,0.51,0,20,2
parsing path parameters failing,https://github.com/PrefectHQ/fastmcp/issues/950,https://github.com/PrefectHQ/fastmcp/pull/953,Fix parameter location enum handling in OpenAPI parser,Negotiation Failure,Discovery Failure,Framework Implementation Defects,Data Processing & Validation Error,PrefectHQ/fastmcp,2025-06-25T17:05:02Z,2025-06-26T01:38:37Z,0.36,4,38,2
Elicitation enum not working as expected,https://github.com/PrefectHQ/fastmcp/issues/1565,https://github.com/PrefectHQ/fastmcp/pull/1632,Fix enum elicitation to use inline schemas for MCP compatibility,Execution Error,Data Processing and Parsing Error,Protocol & Specification Violations,External Specification Handling Error,PrefectHQ/fastmcp,2025-08-21T11:43:49Z,2025-08-26T02:14:01Z,4.6,8,139,2
"JWTs with ""scp"" as scope claim are not handled by FastMCP",https://github.com/PrefectHQ/fastmcp/issues/1029,https://github.com/PrefectHQ/fastmcp/pull/1033,Support 'scp' claim for OAuth scopes in BearerAuthProvider,Negotiation Failure,Authentication Failure,Authentication & Authorization Defects,Vendor/Client Implementation Inconsistency,PrefectHQ/fastmcp,2025-07-03T21:02:33Z,2025-07-04T00:37:30Z,0.15,0,74,2
array parameters according to OpenAPI specifications,https://github.com/PrefectHQ/fastmcp/issues/1004,https://github.com/PrefectHQ/fastmcp/pull/1008,Fix OpenAPI array parameter explode handling,Execution Error,Data Processing and Parsing Error,Protocol & Specification Violations,External Specification Handling Error,PrefectHQ/fastmcp,2025-07-01T12:28:24Z,2025-07-01T23:17:08Z,0.45,2,469,4
Incorrect tool inputSchema is generated from Openapi spec with top level allOf,https://github.com/PrefectHQ/fastmcp/issues/1378,https://github.com/PrefectHQ/fastmcp/pull/1425,Fix OpenAPI allOf handling at requestBody top level (#1378),Negotiation Failure,Discovery Failure,Protocol & Specification Violations,External Specification Handling Error,PrefectHQ/fastmcp,2025-08-05T21:43:43Z,2025-08-09T15:52:32Z,3.76,0,253,2
middleware not found ListToolsResult,https://github.com/PrefectHQ/fastmcp/issues/969,https://github.com/PrefectHQ/fastmcp/pull/999,Update middleware imports and documentation,Deployment Failure,Deployment Failure,Documentation & Usability Defects,Outdated or Erroneous Documentation,PrefectHQ/fastmcp,2025-06-27T06:57:13Z,2025-06-30T22:37:37Z,3.65,1,37,4
FastMCP tool calling uses wrong $ref schema loadingURI in openapi 3.0 api specs,https://github.com/PrefectHQ/fastmcp/issues/926,https://github.com/PrefectHQ/fastmcp/pull/954,Fix external schema reference handling in OpenAPI parser,Negotiation Failure,Discovery Failure,Protocol & Specification Violations,External Specification Handling Error,PrefectHQ/fastmcp,2025-06-23T17:25:31Z,2025-06-26T01:39:51Z,2.34,4,111,2
Transformed Tools silently fail if original function doesn't have a type annotation,https://github.com/PrefectHQ/fastmcp/issues/1369,https://github.com/PrefectHQ/fastmcp/pull/1443,Ensure transformed tools generate structured content,Execution Error,Silent Error,Framework Implementation Defects,Server-Tool Interaction Logic Error,PrefectHQ/fastmcp,2025-08-04T17:08:01Z,2025-08-11T16:34:44Z,6.98,3,192,5
RemoteAuthProvider OAuth Discovery Endpoint Points to Root Instead of MCP Endpoint,https://github.com/PrefectHQ/fastmcp/issues/1348,https://github.com/PrefectHQ/fastmcp/pull/1682,Add resource_server_url parameter to OAuth proxy providers,Negotiation Failure,Discovery Failure,Authentication & Authorization Defects,OAuth/JWT Protocol Violation,PrefectHQ/fastmcp,2025-08-03T04:37:11Z,2025-08-30T12:23:30Z,27.32,28,118,11
maximum recursion depth exceeded when pruning OpenAPI defs,https://github.com/PrefectHQ/fastmcp/issues/931,https://github.com/PrefectHQ/fastmcp/pull/1092,Fix max recursion error when pruning OpenAPI definitions,Deployment Failure,Deployment Failure,Framework Implementation Defects,Core Functionality Logic Error,PrefectHQ/fastmcp,2025-06-24T07:09:54Z,2025-07-08T21:21:59Z,14.59,2,90,2
FastMCP JWT issuer claim enforcement doesn't match JWT Specification,https://github.com/PrefectHQ/fastmcp/issues/890,https://github.com/PrefectHQ/fastmcp/pull/892,Fix JWT issuer validation to support string values per RFC 7519,Negotiation Failure,Authentication Failure,Authentication & Authorization Defects,OAuth/JWT Protocol Violation,PrefectHQ/fastmcp,2025-06-20T14:23:52Z,2025-06-20T15:54:53Z,0.06,1,65,2
tool description indentation issue,https://github.com/PrefectHQ/fastmcp/issues/844,https://github.com/PrefectHQ/fastmcp/pull/845,fix tool description indentation issue #844 https://github.com/jlowin...,Execution Error,Data Processing and Parsing Error,Framework Implementation Defects,Server-Tool Interaction Logic Error,PrefectHQ/fastmcp,2025-06-16T06:43:26Z,2025-06-16T13:57:38Z,0.3,1,8,4
examples/config_server.py / server arguments appear broken,https://github.com/PrefectHQ/fastmcp/issues/1266,https://github.com/PrefectHQ/fastmcp/pull/1293,fix: server argument passing in CLI run command,Deployment Failure,Deployment Failure,Framework Implementation Defects,Core Functionality Logic Error,PrefectHQ/fastmcp,2025-07-25T18:30:48Z,2025-07-29T19:13:02Z,4.03,1,82,2
type error when client.get_prompt,https://github.com/PrefectHQ/fastmcp/issues/846,https://github.com/PrefectHQ/fastmcp/pull/908,Implement server-side type conversion for prompt arguments,Execution Error,Data Processing and Parsing Error,Framework Implementation Defects,Server-Tool Interaction Logic Error,PrefectHQ/fastmcp,2025-06-16T08:34:52Z,2025-06-20T15:22:33Z,4.28,2,503,4
"mcp.settings not working, throw error ""AttributeError: 'FastMCP' object has no attribute 'settings'""",https://github.com/PrefectHQ/fastmcp/issues/798,https://github.com/PrefectHQ/fastmcp/pull/800,Restore .settings access as deprecated,Connection Termination,Connection Termination,Framework Implementation Defects,Core Functionality Logic Error,PrefectHQ/fastmcp,2025-06-11T07:07:23Z,2025-06-11T13:36:35Z,0.27,1,82,2
`json_response` and `stateless_http` parameters ignored in 2.8.0,https://github.com/PrefectHQ/fastmcp/issues/799,https://github.com/PrefectHQ/fastmcp/pull/803,Ensure http args are passed through,Unexpected Side Effects,User Extensibility Issue,Framework Implementation Defects,Core Functionality Logic Error,PrefectHQ/fastmcp,2025-06-11T12:38:35Z,2025-06-11T14:23:31Z,0.07,1,8,1
"""Accept"" header isn't being excluded if the client sends it",https://github.com/PrefectHQ/fastmcp/issues/730,https://github.com/PrefectHQ/fastmcp/pull/751,Add accept to excluded headers,Unexpected Side Effects,User Extensibility Issue,Framework Implementation Defects,Core Functionality Logic Error,PrefectHQ/fastmcp,2025-06-06T03:19:45Z,2025-06-08T01:02:44Z,1.9,7,1,1
Difficult to identify incorrect transform args on tool,https://github.com/PrefectHQ/fastmcp/issues/1237,https://github.com/PrefectHQ/fastmcp/pull/1238,Log tool name on transform validation error,Execution Error,Data Validation Failure,Documentation & Usability Defects,Insufficient Logging & Debugging Info,PrefectHQ/fastmcp,2025-07-23T03:25:34Z,2025-07-23T13:56:18Z,0.44,0,6,2
event_store type None,https://github.com/PrefectHQ/fastmcp/issues/740,https://github.com/PrefectHQ/fastmcp/pull/753,Ensure event store is properly typed,Deployment Failure,Deployment Failure,Framework Implementation Defects,Type Error,PrefectHQ/fastmcp,2025-06-07T09:22:11Z,2025-06-08T01:43:12Z,0.68,1,3,1
Missing py.typed file in 2.6.0 release,https://github.com/PrefectHQ/fastmcp/issues/685,https://github.com/PrefectHQ/fastmcp/pull/686,Restore py.typed,Deployment Failure,Deployment Failure,Framework Implementation Defects,Type Error,PrefectHQ/fastmcp,2025-06-03T12:38:46Z,2025-06-03T12:54:08Z,0.01,3,0,1
The `FastMCP.custom_route` decorator is untyped,https://github.com/PrefectHQ/fastmcp/issues/1203,https://github.com/PrefectHQ/fastmcp/pull/1210,fix: add type hint to custom_route decorator,Deployment Failure,Deployment Failure,Framework Implementation Defects,Type Error,PrefectHQ/fastmcp,2025-07-21T10:42:43Z,2025-07-21T18:48:46Z,0.34,2,5,1
Deprecation warning for passing `stateless_http` or `json_response` to FastMCP without replacement,https://github.com/PrefectHQ/fastmcp/issues/675,https://github.com/PrefectHQ/fastmcp/pull/677,Remove deprecation notice,Unexpected Side Effects,User Extensibility Issue,Documentation & Usability Defects,Insufficient Logging & Debugging Info,PrefectHQ/fastmcp,2025-06-02T21:55:34Z,2025-06-02T22:21:52Z,0.02,1,21,2
Client's Header is getting replaced by mcp_header in OpenAPI implementation when API is deployed remote,https://github.com/PrefectHQ/fastmcp/issues/601,https://github.com/PrefectHQ/fastmcp/pull/620,Ensure behavior-affecting headers are excluded when forwarding proxies/openapi,Execution Error,Data Processing and Parsing Error,Framework Implementation Defects,Core Functionality Logic Error,PrefectHQ/fastmcp,2025-05-26T15:31:51Z,2025-05-28T22:45:14Z,2.3,3,51,3
Resource function with multiple URI decorators and default values does not work as documented,https://github.com/PrefectHQ/fastmcp/issues/1174,https://github.com/PrefectHQ/fastmcp/pull/1334,Remove reference to stacked decorators,Negotiation Failure,Discovery Failure,Documentation & Usability Defects,Outdated or Erroneous Documentation,PrefectHQ/fastmcp,2025-07-17T15:52:17Z,2025-08-01T21:06:43Z,15.22,1,18,1
FastMCP requires optional tool descriptions,https://github.com/PrefectHQ/fastmcp/issues/594,https://github.com/PrefectHQ/fastmcp/pull/610,Fix handling tools without descriptions,Connection Termination,Connection Termination,Framework Implementation Defects,Server-Tool Interaction Logic Error,PrefectHQ/fastmcp,2025-05-25T09:31:02Z,2025-05-27T18:30:25Z,2.37,4,17,3
Missing SSE Session when using /mcp instead of /mcp/,https://github.com/PrefectHQ/fastmcp/issues/585,https://github.com/PrefectHQ/fastmcp/pull/1387,Improve redirect handling to address 307's,Negotiation Failure,Transport Layer Error,Integration & Environment Errors,Integration Failure with Frameworks,PrefectHQ/fastmcp,2025-05-24T08:10:25Z,2025-08-08T15:55:31Z,76.32,1,234,9
Warning on SSE startup w/ 3.13: websockets.legacy is deprecated,https://github.com/PrefectHQ/fastmcp/issues/1166,https://github.com/PrefectHQ/fastmcp/pull/1949,Fix Python 3.13 websockets deprecation warning,Deployment Failure,Deployment Failure,Integration & Environment Errors,Dependency Version Incompatibility,PrefectHQ/fastmcp,2025-07-16T17:48:36Z,2025-09-29T19:24:22Z,75.07,7,28,8
route_maps ignored - every FastAPI route exposed as a tool,https://github.com/PrefectHQ/fastmcp/issues/548,https://github.com/PrefectHQ/fastmcp/pull/564,Enhance route map logic for include/exclude OpenAPI routes,Negotiation Failure,Discovery Failure,Framework Implementation Defects,Core Functionality Logic Error,PrefectHQ/fastmcp,2025-05-22T11:10:38Z,2025-05-23T12:27:23Z,1.05,5,1120,7
Demo does not work,https://github.com/PrefectHQ/fastmcp/issues/569,https://github.com/PrefectHQ/fastmcp/pull/597,Add notes about uv and claude desktop,Deployment Failure,Deployment Failure,Integration & Environment Errors,Environment Configuration Issue,PrefectHQ/fastmcp,2025-05-23T11:59:53Z,2025-05-25T17:59:15Z,2.25,3,9,1
Argument Transform doesn't change Argument Title,https://github.com/PrefectHQ/fastmcp/issues/1130,https://github.com/PrefectHQ/fastmcp/pull/1131,Fix title field preservation in tool transformations,Execution Error,Data Processing and Parsing Error,Framework Implementation Defects,Server-Tool Interaction Logic Error,PrefectHQ/fastmcp,2025-07-12T13:30:09Z,2025-07-12T13:56:10Z,0.02,0,102,3
FastMCP Proxy crashes when used with Claude Desktop  - `RuntimeError: Attempted to exit cancel scope in a different task than it was entered in`,https://github.com/PrefectHQ/fastmcp/issues/533,https://github.com/PrefectHQ/fastmcp/pull/635,fix: Support concurrency in FastMcpProxy (and Client),Connection Termination,Connection Termination,Performance & Resource Defects,Concurrency/Asynchronous Issue,PrefectHQ/fastmcp,2025-05-21T14:14:43Z,2025-05-31T22:08:55Z,10.33,7,83,2
RuntimeError: Task group is not initialized when mounting FastMCP streamable-http in FastAPI,https://github.com/PrefectHQ/fastmcp/issues/518,https://github.com/PrefectHQ/fastmcp/pull/521,better error when missing lifespan,Deployment Failure,Deployment Failure,Integration & Environment Errors,Integration Failure with Frameworks,PrefectHQ/fastmcp,2025-05-20T16:00:01Z,2025-05-20T19:49:01Z,0.16,1,262,10
'FastMCP' object does not support the asynchronous context manager protocol,https://github.com/PrefectHQ/fastmcp/issues/459,https://github.com/PrefectHQ/fastmcp/pull/460,update proxy docs + example,Deployment Failure,Deployment Failure,Documentation & Usability Defects,Outdated or Erroneous Documentation,PrefectHQ/fastmcp,2025-05-15T02:46:51Z,2025-05-15T14:09:08Z,0.47,3,98,2
`request.app.state.mcp_server` is not set in Starlette app created by `FastMCP.http_app`,https://github.com/PrefectHQ/fastmcp/issues/487,https://github.com/PrefectHQ/fastmcp/pull/489,Store FastMCP instance on app.state.fastmcp_server,Unexpected Side Effects,User Extensibility Issue,Framework Implementation Defects,Core Functionality Logic Error,PrefectHQ/fastmcp,2025-05-17T03:55:47Z,2025-05-17T15:48:27Z,0.49,2,41,3
Can't set OpenAPI request body property when having the same name as a path or query parameter,https://github.com/PrefectHQ/fastmcp/issues/1100,https://github.com/PrefectHQ/fastmcp/pull/1107,Fix OpenAPI parameter name collisions with location suffixing,Execution Error,Data Processing and Parsing Error,Framework Implementation Defects,Data Processing & Validation Error,PrefectHQ/fastmcp,2025-07-09T13:59:52Z,2025-07-09T23:01:28Z,0.38,0,473,3
Proxy cannot correctly forward interactions in concurrent situations.,https://github.com/PrefectHQ/fastmcp/issues/1068,https://github.com/PrefectHQ/fastmcp/pull/1083,Fix concurrent proxy client operations with session isolation,Execution Error,Message Routing Error,Performance & Resource Defects,Concurrency/Asynchronous Issue,PrefectHQ/fastmcp,2025-07-07T07:49:37Z,2025-07-08T21:22:45Z,1.56,3,878,10
Prompt Setup,https://github.com/PrefectHQ/fastmcp/issues/453,https://github.com/PrefectHQ/fastmcp/pull/456,Ensure result is only returned if a new key was found,Connection Termination,Connection Termination,Framework Implementation Defects,Core Functionality Logic Error,PrefectHQ/fastmcp,2025-05-14T23:36:46Z,2025-05-15T00:36:50Z,0.04,1,2,1
"Can not reformat uvicorn log which is using `logging.getLogger(""uvicorn.error"")`",https://github.com/PrefectHQ/fastmcp/issues/438,https://github.com/PrefectHQ/fastmcp/pull/504,allow passing full uvicorn config,Unexpected Side Effects,User Extensibility Issue,Framework Implementation Defects,Core Functionality Logic Error,PrefectHQ/fastmcp,2025-05-13T20:51:30Z,2025-05-19T20:59:02Z,6.01,0,207,3
Tool.run should not reveal exception value to the client,https://github.com/PrefectHQ/fastmcp/issues/428,https://github.com/PrefectHQ/fastmcp/pull/434,Improve error handling for tools and resources,Unexpected Side Effects,Sensitive Data Exposure,Framework Implementation Defects,Error/Exception Handling Defect,PrefectHQ/fastmcp,2025-05-12T21:00:08Z,2025-05-13T22:15:49Z,1.05,4,642,20
Openapi schemas with recursive definitions cause RecursionError: maximum recursion depth exceeded,https://github.com/PrefectHQ/fastmcp/issues/1016,https://github.com/PrefectHQ/fastmcp/pull/3245,Fix circular reference crash in OpenAPI schemas,Deployment Failure,Deployment Failure,Framework Implementation Defects,Data Processing & Validation Error,PrefectHQ/fastmcp,2025-07-02T19:33:09Z,2026-02-20T14:21:56Z,232.78,3,316,4
server disconnected without sending a response,https://github.com/PrefectHQ/fastmcp/issues/352,https://github.com/PrefectHQ/fastmcp/pull/356,Ensure a response is returned from sse endpoint,Negotiation Failure,Transport Layer Error,Framework Implementation Defects,Core Functionality Logic Error,PrefectHQ/fastmcp,2025-05-07T04:08:12Z,2025-05-07T14:06:33Z,0.42,2,4,1
url parts are getting missed on sse transport connection,https://github.com/PrefectHQ/fastmcp/issues/382,https://github.com/PrefectHQ/fastmcp/pull/390,Ensure FastMCP handles nested SSE and SHTTP apps properly in ASGI frameworks,Negotiation Failure,Transport Layer Error,Integration & Environment Errors,Integration Failure with Frameworks,PrefectHQ/fastmcp,2025-05-09T10:51:13Z,2025-05-09T14:47:24Z,0.16,1,404,10
@mpc.tool with *args and **kwargs gives unexpected results (args is empty and kwargs swallows everything),https://github.com/PrefectHQ/fastmcp/issues/313,https://github.com/PrefectHQ/fastmcp/pull/317,Handle *args/**kwargs appropriately for various components,Negotiation Failure,Discovery Failure,Framework Implementation Defects,Server-Tool Interaction Logic Error,PrefectHQ/fastmcp,2025-05-04T04:20:36Z,2025-05-04T19:07:20Z,0.62,2,209,11
Given a Resource uri with an underscore before the :// causes pydantic_core ValidationErrors,https://github.com/PrefectHQ/fastmcp/issues/335,https://github.com/PrefectHQ/fastmcp/pull/336,Prevent invalid resource URIs,Negotiation Failure,Discovery Failure,Framework Implementation Defects,Data Processing & Validation Error,PrefectHQ/fastmcp,2025-05-06T08:02:46Z,2025-05-06T13:29:20Z,0.23,1,59,3
Mounted Server Lifespans,https://github.com/PrefectHQ/fastmcp/issues/305,https://github.com/PrefectHQ/fastmcp/pull/309,Support proxy mount,Unexpected Side Effects,User Extensibility Issue,Framework Implementation Defects,Core Functionality Logic Error,PrefectHQ/fastmcp,2025-05-03T00:02:27Z,2025-05-03T16:19:06Z,0.68,4,224,4
Are path parameter descriptions being honoured?,https://github.com/PrefectHQ/fastmcp/issues/292,https://github.com/PrefectHQ/fastmcp/pull/293,Ensure openapi descriptions are included in tool details,Execution Error,Documentation-Behavior Mismatch,Framework Implementation Defects,Server-Tool Interaction Logic Error,PrefectHQ/fastmcp,2025-05-01T12:35:32Z,2025-05-01T14:27:42Z,0.08,2,944,3
api endpoints returning lists of items cause error in openapi,https://github.com/PrefectHQ/fastmcp/issues/275,https://github.com/PrefectHQ/fastmcp/pull/283,Ensure openapi tool responses are properly converted,Execution Error,Data Processing and Parsing Error,Framework Implementation Defects,Core Functionality Logic Error,PrefectHQ/fastmcp,2025-04-29T15:22:08Z,2025-04-30T14:14:42Z,0.95,6,52,3
[openapi] documentation in docs/patterns/openapi.mdx is wrong,https://github.com/PrefectHQ/fastmcp/issues/272,https://github.com/PrefectHQ/fastmcp/pull/285,Fix OpenAPI examples,Execution Error,Documentation-Behavior Mismatch,Documentation & Usability Defects,Outdated or Erroneous Documentation,PrefectHQ/fastmcp,2025-04-29T07:16:30Z,2025-04-30T16:09:57Z,1.37,1,111,2
Errors being printed twice,https://github.com/PrefectHQ/fastmcp/issues/936,https://github.com/PrefectHQ/fastmcp/pull/938,Fix duplicate error logging in exception handlers,Execution Error,Documentation-Behavior Mismatch,Documentation & Usability Defects,Insufficient Logging & Debugging Info,PrefectHQ/fastmcp,2025-06-24T21:38:58Z,2025-06-25T02:49:28Z,0.22,0,20,4
[openapi] query parameters are sent even when unset,https://github.com/PrefectHQ/fastmcp/issues/271,https://github.com/PrefectHQ/fastmcp/pull/287,Improve OpenAPI param handling,Execution Error,Data Processing and Parsing Error,Framework Implementation Defects,Data Processing & Validation Error,PrefectHQ/fastmcp,2025-04-29T07:05:47Z,2025-04-30T16:51:24Z,1.41,1,169,3
Bug: Unsuitable type convert in `FuncMetadata.pre_parse_json`,https://github.com/PrefectHQ/fastmcp/issues/251,https://github.com/PrefectHQ/fastmcp/pull/252,fix: unintended type convert,Execution Error,Data Processing and Parsing Error,Framework Implementation Defects,Data Processing & Validation Error,PrefectHQ/fastmcp,2025-04-25T07:29:59Z,2025-04-25T14:29:03Z,0.29,0,88,2
Needs Docs (if not fix): `NameError` when using `from __future__ import annotations`,https://github.com/PrefectHQ/fastmcp/issues/905,https://github.com/PrefectHQ/fastmcp/pull/3243,Fix NameError with future annotations and Context/Depends parameters,Negotiation Failure,Discovery Failure,Framework Implementation Defects,Type Error,PrefectHQ/fastmcp,2025-06-22T04:57:14Z,2025-06-22T18:09:12Z,0.55,5,124,3
Unable to call tool with optional parameters,https://github.com/PrefectHQ/fastmcp/issues/224,https://github.com/PrefectHQ/fastmcp/pull/1135,Fix optional parameter validation in OpenAPI integration,Execution Error,Data Validation Failure,Framework Implementation Defects,Data Processing & Validation Error,PrefectHQ/fastmcp,2025-04-21T22:23:50Z,2025-07-13T14:23:57Z,82.67,10,143,2
Cannot generate a JsonSchema for core_schema.IsInstanceSchema (<class 'fastmcp.utilities.types.Image'>),https://github.com/PrefectHQ/fastmcp/issues/241,https://github.com/PrefectHQ/fastmcp/pull/242,Indicate that Image class is for returns,Negotiation Failure,Discovery Failure,Documentation & Usability Defects,Outdated or Erroneous Documentation,PrefectHQ/fastmcp,2025-04-24T13:24:53Z,2025-04-26T00:12:43Z,1.45,6,88,4
Missing List[str] for BearerAuthProvider audience field,https://github.com/PrefectHQ/fastmcp/issues/856,https://github.com/PrefectHQ/fastmcp/pull/894,Fix BearerAuthProvider audience type annotations,Deployment Failure,Deployment Failure,Framework Implementation Defects,Type Error,PrefectHQ/fastmcp,2025-06-17T18:41:57Z,2025-06-20T16:25:02Z,2.9,2,69,2
Parsing MCP response from request to server when using OpenAPI spec,https://github.com/PrefectHQ/fastmcp/issues/195,https://github.com/PrefectHQ/fastmcp/pull/254,Ensure openapi resources return valid responses,Execution Error,Data Validation Failure,Framework Implementation Defects,Data Processing & Validation Error,PrefectHQ/fastmcp,2025-04-17T09:02:43Z,2025-04-25T16:37:36Z,8.32,6,265,2
from_openapi only supports OpenAPI 3.1 schema,https://github.com/PrefectHQ/fastmcp/issues/135,https://github.com/PrefectHQ/fastmcp/pull/147,Support openapi 3.0 and 3.1,Deployment Failure,Deployment Failure,Protocol & Specification Violations,External Specification Handling Error,PrefectHQ/fastmcp,2025-04-13T15:34:33Z,2025-04-14T02:41:13Z,0.46,8,1294,3
Nested MCP Servers still have lifespan issues,https://github.com/PrefectHQ/fastmcp/issues/139,https://github.com/PrefectHQ/fastmcp/pull/176,Refactor MCP composition,Execution Error,Data Processing and Parsing Error,Framework Implementation Defects,Core Functionality Logic Error,PrefectHQ/fastmcp,2025-04-13T22:49:27Z,2025-04-16T13:40:10Z,2.62,3,4153,37
Problems when the request body contains recursive $ref,https://github.com/PrefectHQ/fastmcp/issues/786,https://github.com/PrefectHQ/fastmcp/pull/897,Openapi recursive components,Negotiation Failure,Discovery Failure,Protocol & Specification Violations,External Specification Handling Error,PrefectHQ/fastmcp,2025-06-10T18:38:57Z,2025-06-20T22:44:48Z,10.17,5,142,4
String args containing ints are failing validation,https://github.com/PrefectHQ/fastmcp/issues/62,https://github.com/PrefectHQ/fastmcp/pull/63,fix: handle strings containing numbers correctly,Execution Error,Data Validation Failure,Framework Implementation Defects,Data Processing & Validation Error,PrefectHQ/fastmcp,2024-12-05T15:30:00Z,2024-12-09T13:31:00Z,3.92,0,17,2
SSE Mode: Error when connecting,https://github.com/PrefectHQ/fastmcp/issues/69,https://github.com/PrefectHQ/fastmcp/pull/77,fix: use Mount instead of Route for SSE message handling,Connection Termination,Connection Termination,Integration & Environment Errors,Integration Failure with Frameworks,PrefectHQ/fastmcp,2024-12-10T08:49:48Z,2025-03-22T22:00:50Z,102.55,4,9,1
HeaderFramer rejects lowercase content-length header (case-insensitive per RFC),https://github.com/modelcontextprotocol/go-sdk/issues/787,https://github.com/modelcontextprotocol/go-sdk/pull/789,jsonrpc2: fix Content-Length header parsing to be case-insensitive,Negotiation Failure,Transport Layer Error,Protocol & Specification Violations,Communication Transport Layer Issue,modelcontextprotocol/go-sdk,2026-02-12T09:41:43Z,2026-02-16T11:20:43Z,4.07,4,4,1
`fastmcp install` appears to fail on empty claude config file,https://github.com/PrefectHQ/fastmcp/issues/35,https://github.com/PrefectHQ/fastmcp/pull/37,Handle missing config file when installing,Deployment Failure,Deployment Failure,Framework Implementation Defects,Core Functionality Logic Error,PrefectHQ/fastmcp,2024-12-02T08:17:43Z,2024-12-02T14:47:13Z,0.27,0,21,1
Tool tags are not serialized in MCP protocol - lost during to_mcp_tool() conversion,https://github.com/PrefectHQ/fastmcp/issues/692,https://github.com/PrefectHQ/fastmcp/pull/1281,Expose FastMCP tags to clients via component `meta` dict,Unexpected Side Effects,User Extensibility Issue,Framework Implementation Defects,Server-Tool Interaction Logic Error,PrefectHQ/fastmcp,2025-06-03T22:34:04Z,2025-06-03T23:48:21Z,0.05,4,214,16
copy paste error in protocol version,https://github.com/modelcontextprotocol/go-sdk/issues/432,https://github.com/modelcontextprotocol/go-sdk/pull/436,mcp: fix typo in protocolVersion20241105,Negotiation Failure,MCP Protocol Error,Framework Implementation Defects,Type Error,modelcontextprotocol/go-sdk,2025-09-09T00:33:56Z,2025-09-09T15:21:19Z,0.62,1,4,1
"`h11 Protocol Error (""Too little data for declared Content-Length"")` when FastMCP tool calls downstream service due to forwarded Content-Length header",https://github.com/PrefectHQ/fastmcp/issues/586,https://github.com/PrefectHQ/fastmcp/pull/589,Ensure content-length is always stripped from client headers,Connection Termination,Connection Termination,Framework Implementation Defects,Core Functionality Logic Error,PrefectHQ/fastmcp,2025-05-24T09:28:58Z,2025-05-24T11:47:12Z,0.1,3,139,5
"addToolErr should fail if schema is not of type ""object""",https://github.com/modelcontextprotocol/go-sdk/issues/283,https://github.com/modelcontextprotocol/go-sdk/pull/349,"mcp: enforce input schema type ""object""",Negotiation Failure,Discovery Failure,Protocol & Specification Violations,MCP/JSON-RPC Protocol Violation,modelcontextprotocol/go-sdk,2025-08-11T19:47:38Z,2025-08-22T15:04:45Z,10.8,5,27,4
custom_route decorator no longer working,https://github.com/PrefectHQ/fastmcp/issues/556,https://github.com/PrefectHQ/fastmcp/pull/558,Ensure custom routes are respected,Deployment Failure,Deployment Failure,Framework Implementation Defects,Core Functionality Logic Error,PrefectHQ/fastmcp,2025-05-22T15:41:06Z,2025-05-22T16:26:09Z,0.03,4,110,5
start elicitiation server-everything fails,https://github.com/modelcontextprotocol/go-sdk/issues/791,https://github.com/modelcontextprotocol/go-sdk/pull/795,mcp: fix multi-select enum elicitation,Execution Error,Data Validation Failure,Protocol & Specification Violations,External Specification Handling Error,modelcontextprotocol/go-sdk,2026-02-14T12:28:25Z,2026-02-17T13:42:20Z,3.05,1,194,2
Tool Error Messages Losing Exception Details,https://github.com/PrefectHQ/fastmcp/issues/536,https://github.com/PrefectHQ/fastmcp/pull/550,Make error masking configurable,Execution Error,Silent Error,Framework Implementation Defects,Error/Exception Handling Defect,PrefectHQ/fastmcp,2025-05-21T19:25:17Z,2025-05-23T15:58:03Z,1.86,3,420,14
OpenAPI integration: issue with multi-valued path parameters,https://github.com/PrefectHQ/fastmcp/issues/497,https://github.com/PrefectHQ/fastmcp/pull/519,Ensure openapi path params are handled properly,Execution Error,Data Processing and Parsing Error,Protocol & Specification Violations,External Specification Handling Error,PrefectHQ/fastmcp,2025-05-19T10:02:15Z,2025-05-20T16:28:31Z,1.27,2,1419,3
Issue when trying to run the mcp inspector,https://github.com/PrefectHQ/fastmcp/issues/472,https://github.com/PrefectHQ/fastmcp/pull/473,add null check,Deployment Failure,Deployment Failure,Framework Implementation Defects,Error/Exception Handling Defect,PrefectHQ/fastmcp,2025-05-15T21:56:14Z,2025-05-16T00:30:45Z,0.11,1,2,1
